==24446== NVPROF is profiling process 24446, command: python manual_torch.py gpu 32
/home/oguzziya/miniconda3/envs/phiflow-py36/lib/python3.6/site-packages/phi/viz/display.py:80: UserWarning: GUI is disabled because of missing dependencies: No module named 'dash_core_components'. To install all dependencies, run $ pip install phiflow[gui]
  warnings.warn('GUI is disabled because of missing dependencies: %s. To install all dependencies, run $ pip install phiflow[gui]' % import_error)
==24446== Profiling application: python manual_torch.py gpu 32
==24446== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
3.18724s     928ns              (5 1 1)        (64 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::FillFunctor<float>, at::detail::Array<char*, int=1>>(int, float, at::native::FillFunctor<float>) [4356]
3.18738s     800ns                    -               -         -         -         -        8B  9.5367MB/s    Pageable      Device  GeForce GTX 960         1         7  [CUDA memcpy HtoD]
3.18740s  93.120us           (1056 1 1)         (1 1 1)        40        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void torch_cuda::ResampleCudaKernel<float>(unsigned int, int, unsigned int const *, unsigned int, unsigned int, unsigned int, unsigned int, float const *, float const , unsigned int const **, Boundary const *, float const *) [4402]
3.18841s  7.9040us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::global_to_local2d$242(Array<float, int=4, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, __int64, Array<float, int=1, C, mutable, aligned>) [4433]
3.18844s     928ns              (5 1 1)        (64 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::FillFunctor<float>, at::detail::Array<char*, int=1>>(int, float, at::native::FillFunctor<float>) [4445]
3.18858s     832ns                    -               -         -         -         -        8B  9.1699MB/s    Pageable      Device  GeForce GTX 960         1         7  [CUDA memcpy HtoD]
3.18860s  94.847us           (1056 1 1)         (1 1 1)        40        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void torch_cuda::ResampleCudaKernel<float>(unsigned int, int, unsigned int const *, unsigned int, unsigned int, unsigned int, unsigned int, float const *, float const , unsigned int const **, Boundary const *, float const *) [4491]
3.18930s  7.7760us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::global_to_local2d$242(Array<float, int=4, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, __int64, Array<float, int=1, C, mutable, aligned>) [4510]
3.18934s     960ns              (5 1 1)        (64 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::FillFunctor<float>, at::detail::Array<char*, int=1>>(int, float, at::native::FillFunctor<float>) [4522]
3.18948s     800ns                    -               -         -         -         -        8B  9.5367MB/s    Pageable      Device  GeForce GTX 960         1         7  [CUDA memcpy HtoD]
3.18950s  94.399us           (1056 1 1)         (1 1 1)        40        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void torch_cuda::ResampleCudaKernel<float>(unsigned int, int, unsigned int const *, unsigned int, unsigned int, unsigned int, unsigned int, float const *, float const , unsigned int const **, Boundary const *, float const *) [4568]
3.19057s  7.5200us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::semi_lagrangian_update2d$243(Array<float, int=4, C, mutable, aligned>, Array<float, int=4, C, mutable, aligned>, Array<float, int=4, C, mutable, aligned>, double, __int64) [4605]
3.19104s  7.6160us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::global_to_local2d$242(Array<float, int=4, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, __int64, Array<float, int=1, C, mutable, aligned>) [4616]
3.19107s     928ns              (5 1 1)        (64 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::FillFunctor<float>, at::detail::Array<char*, int=1>>(int, float, at::native::FillFunctor<float>) [4628]
3.19121s     832ns                    -               -         -         -         -        8B  9.1699MB/s    Pageable      Device  GeForce GTX 960         1         7  [CUDA memcpy HtoD]
3.19123s  93.311us           (1056 1 1)         (1 1 1)        40        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void torch_cuda::ResampleCudaKernel<float>(unsigned int, int, unsigned int const *, unsigned int, unsigned int, unsigned int, unsigned int, float const *, float const , unsigned int const **, Boundary const *, float const *) [4674]
3.19200s  4.7040us              (1 1 1)       (32 32 1)        17        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::buoyancy2d$245(Array<float, int=4, C, mutable, aligned>, Array<float, int=4, C, mutable, aligned>, double, double, __int64) [4699]
3.19247s  7.7760us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::global_to_local2d$242(Array<float, int=4, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, __int64, Array<float, int=1, C, mutable, aligned>) [4710]
3.19251s     928ns              (5 1 1)        (64 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::FillFunctor<float>, at::detail::Array<char*, int=1>>(int, float, at::native::FillFunctor<float>) [4722]
3.19265s     800ns                    -               -         -         -         -        8B  9.5367MB/s    Pageable      Device  GeForce GTX 960         1         7  [CUDA memcpy HtoD]
3.19267s  91.744us           (1056 1 1)         (1 1 1)        40        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void torch_cuda::ResampleCudaKernel<float>(unsigned int, int, unsigned int const *, unsigned int, unsigned int, unsigned int, unsigned int, float const *, float const , unsigned int const **, Boundary const *, float const *) [4768]
3.19336s  7.9040us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::global_to_local2d$242(Array<float, int=4, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, __int64, Array<float, int=1, C, mutable, aligned>) [4787]
3.19340s     928ns              (5 1 1)        (64 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::FillFunctor<float>, at::detail::Array<char*, int=1>>(int, float, at::native::FillFunctor<float>) [4799]
3.19354s     832ns                    -               -         -         -         -        8B  9.1699MB/s    Pageable      Device  GeForce GTX 960         1         7  [CUDA memcpy HtoD]
3.19356s  90.944us           (1056 1 1)         (1 1 1)        40        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void torch_cuda::ResampleCudaKernel<float>(unsigned int, int, unsigned int const *, unsigned int, unsigned int, unsigned int, unsigned int, float const *, float const , unsigned int const **, Boundary const *, float const *) [4845]
3.19472s  7.7760us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::semi_lagrangian_update2d$243(Array<float, int=4, C, mutable, aligned>, Array<float, int=4, C, mutable, aligned>, Array<float, int=4, C, mutable, aligned>, double, __int64) [4882]
3.19522s  7.7440us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::global_to_local2d$242(Array<float, int=4, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, __int64, Array<float, int=1, C, mutable, aligned>) [4893]
3.19525s     896ns              (4 1 1)        (64 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::FillFunctor<float>, at::detail::Array<char*, int=1>>(int, float, at::native::FillFunctor<float>) [4905]
3.19540s     832ns                    -               -         -         -         -        8B  9.1699MB/s    Pageable      Device  GeForce GTX 960         1         7  [CUDA memcpy HtoD]
3.19542s  90.047us           (1024 1 1)         (1 1 1)        40        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void torch_cuda::ResampleCudaKernel<float>(unsigned int, int, unsigned int const *, unsigned int, unsigned int, unsigned int, unsigned int, float const *, float const , unsigned int const **, Boundary const *, float const *) [4951]
3.19623s  4.4800us              (1 1 1)       (32 32 1)        17        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::patch_inflow2d$244(Array<float, int=4, C, mutable, aligned>, Array<float, int=4, C, mutable, aligned>, double, __int64) [4976]
3.19670s  7.6480us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::global_to_local2d$242(Array<float, int=4, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, __int64, Array<float, int=1, C, mutable, aligned>) [4987]
3.19673s     960ns              (5 1 1)        (64 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::FillFunctor<float>, at::detail::Array<char*, int=1>>(int, float, at::native::FillFunctor<float>) [4999]
3.19687s     800ns                    -               -         -         -         -        8B  9.5367MB/s    Pageable      Device  GeForce GTX 960         1         7  [CUDA memcpy HtoD]
3.19689s  93.056us           (1056 1 1)         (1 1 1)        40        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void torch_cuda::ResampleCudaKernel<float>(unsigned int, int, unsigned int const *, unsigned int, unsigned int, unsigned int, unsigned int, float const *, float const , unsigned int const **, Boundary const *, float const *) [5045]
3.19759s  7.8400us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::global_to_local2d$242(Array<float, int=4, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, __int64, Array<float, int=1, C, mutable, aligned>) [5064]
3.19763s     960ns              (5 1 1)        (64 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::FillFunctor<float>, at::detail::Array<char*, int=1>>(int, float, at::native::FillFunctor<float>) [5076]
3.19777s     800ns                    -               -         -         -         -        8B  9.5367MB/s    Pageable      Device  GeForce GTX 960         1         7  [CUDA memcpy HtoD]
3.19779s  93.024us           (1056 1 1)         (1 1 1)        40        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void torch_cuda::ResampleCudaKernel<float>(unsigned int, int, unsigned int const *, unsigned int, unsigned int, unsigned int, unsigned int, float const *, float const , unsigned int const **, Boundary const *, float const *) [5122]
3.19887s  7.5200us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::semi_lagrangian_update2d$243(Array<float, int=4, C, mutable, aligned>, Array<float, int=4, C, mutable, aligned>, Array<float, int=4, C, mutable, aligned>, double, __int64) [5159]
3.19934s  7.5200us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::global_to_local2d$242(Array<float, int=4, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, __int64, Array<float, int=1, C, mutable, aligned>) [5170]
3.19937s     928ns              (5 1 1)        (64 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::FillFunctor<float>, at::detail::Array<char*, int=1>>(int, float, at::native::FillFunctor<float>) [5182]
3.19951s     800ns                    -               -         -         -         -        8B  9.5367MB/s    Pageable      Device  GeForce GTX 960         1         7  [CUDA memcpy HtoD]
3.19953s  93.376us           (1056 1 1)         (1 1 1)        40        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void torch_cuda::ResampleCudaKernel<float>(unsigned int, int, unsigned int const *, unsigned int, unsigned int, unsigned int, unsigned int, float const *, float const , unsigned int const **, Boundary const *, float const *) [5228]
3.20054s  7.7120us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::global_to_local2d$242(Array<float, int=4, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, __int64, Array<float, int=1, C, mutable, aligned>) [5259]
3.20058s     960ns              (5 1 1)        (64 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::FillFunctor<float>, at::detail::Array<char*, int=1>>(int, float, at::native::FillFunctor<float>) [5271]
3.20072s     800ns                    -               -         -         -         -        8B  9.5367MB/s    Pageable      Device  GeForce GTX 960         1         7  [CUDA memcpy HtoD]
3.20074s  94.400us           (1056 1 1)         (1 1 1)        40        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void torch_cuda::ResampleCudaKernel<float>(unsigned int, int, unsigned int const *, unsigned int, unsigned int, unsigned int, unsigned int, float const *, float const , unsigned int const **, Boundary const *, float const *) [5317]
3.20144s  7.8080us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::global_to_local2d$242(Array<float, int=4, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, __int64, Array<float, int=1, C, mutable, aligned>) [5336]
3.20147s     960ns              (5 1 1)        (64 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::FillFunctor<float>, at::detail::Array<char*, int=1>>(int, float, at::native::FillFunctor<float>) [5348]
3.20161s     832ns                    -               -         -         -         -        8B  9.1699MB/s    Pageable      Device  GeForce GTX 960         1         7  [CUDA memcpy HtoD]
3.20163s  93.376us           (1056 1 1)         (1 1 1)        40        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void torch_cuda::ResampleCudaKernel<float>(unsigned int, int, unsigned int const *, unsigned int, unsigned int, unsigned int, unsigned int, float const *, float const , unsigned int const **, Boundary const *, float const *) [5394]
3.20271s  7.4880us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::semi_lagrangian_update2d$243(Array<float, int=4, C, mutable, aligned>, Array<float, int=4, C, mutable, aligned>, Array<float, int=4, C, mutable, aligned>, double, __int64) [5431]
3.20317s  7.6160us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::global_to_local2d$242(Array<float, int=4, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, __int64, Array<float, int=1, C, mutable, aligned>) [5442]
3.20321s     928ns              (5 1 1)        (64 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::FillFunctor<float>, at::detail::Array<char*, int=1>>(int, float, at::native::FillFunctor<float>) [5454]
3.20335s     832ns                    -               -         -         -         -        8B  9.1699MB/s    Pageable      Device  GeForce GTX 960         1         7  [CUDA memcpy HtoD]
3.20337s  93.280us           (1056 1 1)         (1 1 1)        40        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void torch_cuda::ResampleCudaKernel<float>(unsigned int, int, unsigned int const *, unsigned int, unsigned int, unsigned int, unsigned int, float const *, float const , unsigned int const **, Boundary const *, float const *) [5500]
3.20417s  4.7680us              (1 1 1)       (32 32 1)        17        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::buoyancy2d$245(Array<float, int=4, C, mutable, aligned>, Array<float, int=4, C, mutable, aligned>, double, double, __int64) [5525]
3.20464s  7.8720us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::global_to_local2d$242(Array<float, int=4, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, __int64, Array<float, int=1, C, mutable, aligned>) [5536]
3.20469s     960ns              (5 1 1)        (64 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::FillFunctor<float>, at::detail::Array<char*, int=1>>(int, float, at::native::FillFunctor<float>) [5548]
3.20483s     800ns                    -               -         -         -         -        8B  9.5367MB/s    Pageable      Device  GeForce GTX 960         1         7  [CUDA memcpy HtoD]
3.20485s  90.399us           (1056 1 1)         (1 1 1)        40        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void torch_cuda::ResampleCudaKernel<float>(unsigned int, int, unsigned int const *, unsigned int, unsigned int, unsigned int, unsigned int, float const *, float const , unsigned int const **, Boundary const *, float const *) [5594]
3.20555s  8.0640us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::global_to_local2d$242(Array<float, int=4, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, __int64, Array<float, int=1, C, mutable, aligned>) [5613]
3.20558s     960ns              (5 1 1)        (64 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::FillFunctor<float>, at::detail::Array<char*, int=1>>(int, float, at::native::FillFunctor<float>) [5625]
3.20572s     832ns                    -               -         -         -         -        8B  9.1699MB/s    Pageable      Device  GeForce GTX 960         1         7  [CUDA memcpy HtoD]
3.20574s  90.848us           (1056 1 1)         (1 1 1)        40        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void torch_cuda::ResampleCudaKernel<float>(unsigned int, int, unsigned int const *, unsigned int, unsigned int, unsigned int, unsigned int, float const *, float const , unsigned int const **, Boundary const *, float const *) [5671]
3.20682s  7.7760us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::semi_lagrangian_update2d$243(Array<float, int=4, C, mutable, aligned>, Array<float, int=4, C, mutable, aligned>, Array<float, int=4, C, mutable, aligned>, double, __int64) [5708]
3.20728s  7.6800us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::global_to_local2d$242(Array<float, int=4, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, __int64, Array<float, int=1, C, mutable, aligned>) [5719]
3.20732s     896ns              (4 1 1)        (64 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::FillFunctor<float>, at::detail::Array<char*, int=1>>(int, float, at::native::FillFunctor<float>) [5731]
3.20746s     800ns                    -               -         -         -         -        8B  9.5367MB/s    Pageable      Device  GeForce GTX 960         1         7  [CUDA memcpy HtoD]
3.20748s  90.272us           (1024 1 1)         (1 1 1)        40        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void torch_cuda::ResampleCudaKernel<float>(unsigned int, int, unsigned int const *, unsigned int, unsigned int, unsigned int, unsigned int, float const *, float const , unsigned int const **, Boundary const *, float const *) [5777]
3.20824s  4.4480us              (1 1 1)       (32 32 1)        17        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::patch_inflow2d$244(Array<float, int=4, C, mutable, aligned>, Array<float, int=4, C, mutable, aligned>, double, __int64) [5802]
3.20871s  7.6480us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::global_to_local2d$242(Array<float, int=4, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, __int64, Array<float, int=1, C, mutable, aligned>) [5813]
3.20874s     960ns              (5 1 1)        (64 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::FillFunctor<float>, at::detail::Array<char*, int=1>>(int, float, at::native::FillFunctor<float>) [5825]
3.20888s     800ns                    -               -         -         -         -        8B  9.5367MB/s    Pageable      Device  GeForce GTX 960         1         7  [CUDA memcpy HtoD]
3.20890s  93.088us           (1056 1 1)         (1 1 1)        40        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void torch_cuda::ResampleCudaKernel<float>(unsigned int, int, unsigned int const *, unsigned int, unsigned int, unsigned int, unsigned int, float const *, float const , unsigned int const **, Boundary const *, float const *) [5871]
3.20960s  7.6480us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::global_to_local2d$242(Array<float, int=4, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, __int64, Array<float, int=1, C, mutable, aligned>) [5890]
3.20964s     928ns              (5 1 1)        (64 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::FillFunctor<float>, at::detail::Array<char*, int=1>>(int, float, at::native::FillFunctor<float>) [5902]
3.20978s     800ns                    -               -         -         -         -        8B  9.5367MB/s    Pageable      Device  GeForce GTX 960         1         7  [CUDA memcpy HtoD]
3.20980s  92.800us           (1056 1 1)         (1 1 1)        40        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void torch_cuda::ResampleCudaKernel<float>(unsigned int, int, unsigned int const *, unsigned int, unsigned int, unsigned int, unsigned int, float const *, float const , unsigned int const **, Boundary const *, float const *) [5948]
3.21088s  7.5200us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::semi_lagrangian_update2d$243(Array<float, int=4, C, mutable, aligned>, Array<float, int=4, C, mutable, aligned>, Array<float, int=4, C, mutable, aligned>, double, __int64) [5985]
3.21134s  7.6800us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::global_to_local2d$242(Array<float, int=4, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, __int64, Array<float, int=1, C, mutable, aligned>) [5996]
3.21138s     928ns              (5 1 1)        (64 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::FillFunctor<float>, at::detail::Array<char*, int=1>>(int, float, at::native::FillFunctor<float>) [6008]
3.21152s     832ns                    -               -         -         -         -        8B  9.1699MB/s    Pageable      Device  GeForce GTX 960         1         7  [CUDA memcpy HtoD]
3.21154s  93.280us           (1056 1 1)         (1 1 1)        40        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void torch_cuda::ResampleCudaKernel<float>(unsigned int, int, unsigned int const *, unsigned int, unsigned int, unsigned int, unsigned int, float const *, float const , unsigned int const **, Boundary const *, float const *) [6054]
3.21255s  7.8080us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::global_to_local2d$242(Array<float, int=4, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, __int64, Array<float, int=1, C, mutable, aligned>) [6085]
3.21258s     960ns              (5 1 1)        (64 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::FillFunctor<float>, at::detail::Array<char*, int=1>>(int, float, at::native::FillFunctor<float>) [6097]
3.21272s     800ns                    -               -         -         -         -        8B  9.5367MB/s    Pageable      Device  GeForce GTX 960         1         7  [CUDA memcpy HtoD]
3.21274s  93.120us           (1056 1 1)         (1 1 1)        40        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void torch_cuda::ResampleCudaKernel<float>(unsigned int, int, unsigned int const *, unsigned int, unsigned int, unsigned int, unsigned int, float const *, float const , unsigned int const **, Boundary const *, float const *) [6143]
3.21344s  7.8400us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::global_to_local2d$242(Array<float, int=4, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, __int64, Array<float, int=1, C, mutable, aligned>) [6162]
3.21348s     960ns              (5 1 1)        (64 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::FillFunctor<float>, at::detail::Array<char*, int=1>>(int, float, at::native::FillFunctor<float>) [6174]
3.21362s     800ns                    -               -         -         -         -        8B  9.5367MB/s    Pageable      Device  GeForce GTX 960         1         7  [CUDA memcpy HtoD]
3.21364s  93.376us           (1056 1 1)         (1 1 1)        40        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void torch_cuda::ResampleCudaKernel<float>(unsigned int, int, unsigned int const *, unsigned int, unsigned int, unsigned int, unsigned int, float const *, float const , unsigned int const **, Boundary const *, float const *) [6220]
3.21472s  7.4880us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::semi_lagrangian_update2d$243(Array<float, int=4, C, mutable, aligned>, Array<float, int=4, C, mutable, aligned>, Array<float, int=4, C, mutable, aligned>, double, __int64) [6257]
3.21519s  7.5520us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::global_to_local2d$242(Array<float, int=4, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, __int64, Array<float, int=1, C, mutable, aligned>) [6268]
3.21524s     928ns              (5 1 1)        (64 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::FillFunctor<float>, at::detail::Array<char*, int=1>>(int, float, at::native::FillFunctor<float>) [6280]
3.21538s     832ns                    -               -         -         -         -        8B  9.1699MB/s    Pageable      Device  GeForce GTX 960         1         7  [CUDA memcpy HtoD]
3.21540s  92.480us           (1056 1 1)         (1 1 1)        40        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void torch_cuda::ResampleCudaKernel<float>(unsigned int, int, unsigned int const *, unsigned int, unsigned int, unsigned int, unsigned int, float const *, float const , unsigned int const **, Boundary const *, float const *) [6326]
3.21618s  4.7680us              (1 1 1)       (32 32 1)        17        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::buoyancy2d$245(Array<float, int=4, C, mutable, aligned>, Array<float, int=4, C, mutable, aligned>, double, double, __int64) [6351]
3.21664s  7.8080us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::global_to_local2d$242(Array<float, int=4, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, __int64, Array<float, int=1, C, mutable, aligned>) [6362]
3.21668s     960ns              (5 1 1)        (64 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::FillFunctor<float>, at::detail::Array<char*, int=1>>(int, float, at::native::FillFunctor<float>) [6374]
3.21682s     832ns                    -               -         -         -         -        8B  9.1699MB/s    Pageable      Device  GeForce GTX 960         1         7  [CUDA memcpy HtoD]
3.21684s  89.952us           (1056 1 1)         (1 1 1)        40        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void torch_cuda::ResampleCudaKernel<float>(unsigned int, int, unsigned int const *, unsigned int, unsigned int, unsigned int, unsigned int, float const *, float const , unsigned int const **, Boundary const *, float const *) [6420]
